Timestamp,gender,age_range,marital_status,education_level,employment_status,main_telecom,social_media_accounts,challenges_in_cs,best_social_media_for_cs,chatbot_acceptance,main_telecom_cs_csat,rating_of_national_cs,need_for_cs_website,need_for_cs_mobile_app,need_for_cs_live_chat,need_for_cs_video_and_screen_sharing,need_for_cs_multilingual,need_for_cs_image_sharing,need_for_cs_self_help_repos,need_for_cs_recommended_solutions,need_for_cs_ticket_status_display,need_for_cs_scheduled_support,need_for_agents_rate_and_review,need_for_cs_discussion_forums,most_important_factor_in_cs,necessity_of_cs_dedicated_platform
19/08/2022 10:44:00,Male,20 years - 35 years,Single,Undergraduate,Self employed,AIRTEL,"Email, WhatsApp, Twitter, Facebook, Telegram","Many steps have to be followed to talk to a customer care agent., Connected to an agent with low technical knowledge needed to handle my issue., No/low availability of customer support agents late in the night.",Twitter,1,4,3,essential,not essential,essential,not essential,essential,not essential,not essential,essential,essential,not essential,not essential,not essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 12:44:32,Female,20 years - 35 years,Single,Undergraduate,Self employed,AIRTEL,"Email, WhatsApp, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., Connected to an agent with low technical knowledge needed to handle my issue.",Email,5,4,3,not essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 13:40:35,Female,20 years - 35 years,Single,Undergraduate,Student,MTN,"Email, WhatsApp, Twitter","Many steps have to be followed to talk to a customer care agent., Connected to an agent with low technical knowledge needed to handle my issue., Inaccurate responses to what is being asked",Twitter,2,3,2,essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,essential,very essential,very essential,very essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 13:47:15,Male,20 years - 35 years,Single,Secondary school,Student,AIRTEL,"Email, WhatsApp, Twitter, Telegram","Many steps have to be followed to talk to a customer care agent., Connected to an agent with low technical knowledge needed to handle my issue., No/low availability of customer support agents late in the night.",Twitter,4,3,3,essential,very essential,very essential,not essential,very essential,very essential,very essential,very essential,very essential,essential,not essential,not essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 13:51:42,Female,20 years - 35 years,Single,Undergraduate,Student,MTN,"Email, WhatsApp, Twitter, Telegram","Many steps have to be followed to talk to a customer care agent., Connected to an agent with low technical knowledge needed to handle my issue., No/low availability of customer support agents late in the night.",Twitter,3,4,4,essential,essential,essential,essential,essential,essential,essential,essential,essential,essential,essential,essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 14:57:02,Male,20 years - 35 years,Single,Undergraduate,Student,AIRTEL,"Email, WhatsApp, Twitter, Facebook","Many steps have to be followed to talk to a customer care agent., No/low availability of customer support agents late in the night., No/low availability of customer support agents over the weekends.",Twitter,5,3,1,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,Speed at which my issue is sorted.,I am not sure
19/08/2022 15:36:18,Female,20 years - 35 years,Cohabiting,Undergraduate,Student,AIRTEL,"Email, WhatsApp, Twitter, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",Twitter,3,3,4,essential,very essential,very essential,not essential,very essential,very essential,very essential,very essential,very essential,essential,very essential,very essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 16:10:51,Female,20 years - 35 years,Single,Undergraduate,Student,Lycamobile,"Email, WhatsApp, Twitter","Many steps have to be followed to talk to a customer care agent., Connected to an agent with low technical knowledge needed to handle my issue., No/low availability of customer support agents over the weekends.",WhatsApp,1,3,2,not essential,essential,essential,not essential,very essential,very essential,very essential,very essential,essential,not essential,very essential,very essential,Speed at which my issue is sorted.,I am not sure
19/08/2022 17:51:51,Male,20 years - 35 years,Single,Undergraduate,Student,MTN,Twitter,"Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No other ",Twitter,4,3,3,not essential,not essential,very essential,very essential,very essential,very essential,essential,essential,essential,not essential,essential,essential,Ability to have my issue sorted on my own (without having to talk to an agent or someone),I am not sure
19/08/2022 17:56:14,Male,20 years - 35 years,Single,Undergraduate,Student,AIRTEL,"Email, WhatsApp, Twitter, Facebook, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",Email,5,5,4,very essential,essential,very essential,not essential,very essential,not essential,very essential,very essential,very essential,essential,very essential,essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 18:02:58,Male,20 years - 35 years,Single,Undergraduate,Employed on a salary,MTN,"Email, WhatsApp, Facebook, Telegram","No/late responses to my customer support complaints on social media., Connected to an agent with low technical knowledge needed to handle my issue., No/low availability of customer support agents late in the night.",Email,4,3,5,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,very essential,Speed at which my issue is sorted.,Very necessary
19/08/2022 18:27:58,Male,20 years - 35 years,Single,Undergraduate,Student,MTN,"Email, WhatsApp, Twitter, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., Connected to an agent with low technical knowledge needed to handle my issue.",Twitter,4,4,2,not essential,not essential,very essential,not essential,very essential,very essential,very essential,very essential,very essential,not essential,not essential,very essential,Speed at which my issue is sorted.,Not necessary at all
19/08/2022 18:58:48,Female,20 years - 35 years,Single,Undergraduate,Student,AIRTEL,"Email, WhatsApp","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",Email,4,3,3,essential,very essential,essential,I am not sure,very essential,not essential,very essential,very essential,essential,I am not sure,essential,I am not sure,Speed at which my issue is sorted.,Very necessary
19/08/2022 20:23:31,Male,20 years - 35 years,Single,Undergraduate,Student,MTN,"Email, WhatsApp, Twitter, Facebook, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",WhatsApp,4,3,4,very essential,very essential,very essential,essential,very essential,very essential,very essential,very essential,very essential,essential,very essential,very essential,Speed at which my issue is sorted.,I am not sure
19/08/2022 20:52:17,Female,20 years - 35 years,Single,Undergraduate,Student,AIRTEL,WhatsApp,"Many steps have to be followed to talk to a customer care agent., No/low availability of customer support agents over the weekends., Few customer agents compared to the population",WhatsApp,2,2,3,essential,essential,very essential,not essential,very essential,not essential,essential,very essential,very essential,essential,very essential,not essential,Ability to have my issue sorted on my own (without having to talk to an agent or someone),Very necessary
19/08/2022 22:01:42,Male,20 years - 35 years,Single,Undergraduate,Self employed,MTN,"Email, WhatsApp, Twitter, Facebook, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",Email,1,3,3,very essential,essential,very essential,not essential,essential,not essential,essential,essential,not essential,I am not sure,essential,I am not sure,Speed at which my issue is sorted.,Very necessary
20/08/2022 09:39:18,Female,20 years - 35 years,Single,Undergraduate,Student,MTN,"Email, WhatsApp, Twitter, Facebook, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",Email,3,2,2,essential,essential,essential,not essential,essential,essential,essential,essential,very essential,not essential,very essential,essential,Speed at which my issue is sorted.,I am not sure
20/08/2022 13:05:10,Female,20 years - 35 years,Single,Post graduate and above,"Unemployed, looking for work",MTN,"Email, WhatsApp, Twitter, Facebook, Telegram","No/late responses to my customer support complaints on social media., Connected to an agent with low technical knowledge needed to handle my issue., No/low availability of customer support agents late in the night.",WhatsApp,5,5,5,essential,very essential,very essential,essential,essential,essential,essential,very essential,very essential,very essential,essential,essential,How easy it is for me to have my issue sorted.,Very necessary
20/08/2022 13:13:40,Male,20 years - 35 years,Single,Undergraduate,Student,MTN,"Email, WhatsApp, Twitter, Facebook, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., Connected to an agent with low technical knowledge needed to handle my issue.",WhatsApp,3,5,4,very essential,very essential,very essential,not essential,very essential,very essential,essential,very essential,very essential,essential,essential,essential,Speed at which my issue is sorted.,Very necessary
21/08/2022 18:53:09,Male,20 years - 35 years,Single,Post graduate and above,Employed on a salary,AIRTEL,"Email, WhatsApp, Twitter, Telegram","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., Connected to an agent with low technical knowledge needed to handle my issue.",Email,3,3,3,very essential,very essential,very essential,essential,very essential,very essential,very essential,essential,very essential,very essential,very essential,essential,Speed at which my issue is sorted.,Very necessary
21/08/2022 20:36:03,Female,20 years - 35 years,Married,Post graduate and above,Self employed,AIRTEL,"Email, WhatsApp","Many steps have to be followed to talk to a customer care agent., No/late responses to my customer support complaints on social media., No/low availability of customer support agents late in the night.",Email,2,3,3,essential,very essential,essential,essential,very essential,very essential,essential,very essential,very essential,essential,essential,essential,Speed at which my issue is sorted.,I am not sure
